thickness,StressThickness,R,T,P,Melting_T
46.61384,55.39424889,0.26,295,0.27,2183
54.18868,68.05089765,0.26,295,0.27,2183
61.76612,79.93902596,0.26,295,0.27,2183
69.34694,92.20658475,0.26,295,0.27,2183
76.93114,103.72227,0.26,295,0.27,2183
84.52002,114.8869997,0.26,295,0.27,2183
92.09512,125.3233622,0.26,295,0.27,2183
99.6645,136.1952681,0.26,295,0.27,2183
107.23154,146.405251,0.26,295,0.27,2183
114.7952,156.4775142,0.26,295,0.27,2183
122.36198,166.9117653,0.26,295,0.27,2183
129.9285,176.3824011,0.26,295,0.27,2183
137.49502,186.2607276,0.26,295,0.27,2183
145.06466,195.6224083,0.26,295,0.27,2183
152.6356,204.7697473,0.26,295,0.27,2183
160.20342,213.8996098,0.26,295,0.27,2183
167.77202,222.8543777,0.26,295,0.27,2183
175.33516,231.3923859,0.26,295,0.27,2183
182.90506,240.6156543,0.26,295,0.27,2183
190.46872,249.0118365,0.26,295,0.27,2183
198.02796,257.6906503,0.26,295,0.27,2183
205.58174,265.6639759,0.26,295,0.27,2183
213.13656,274.4312742,0.26,295,0.27,2183
220.69034,283.0138474,0.26,295,0.27,2183
228.24438,291.2709151,0.26,295,0.27,2183
235.79946,299.3338333,0.26,295,0.27,2183
243.35428,307.3354608,0.26,295,0.27,2183
250.90832,315.1877552,0.26,295,0.27,2183
258.46288,323.2045774,0.26,295,0.27,2183
266.01692,330.9603745,0.26,295,0.27,2183
273.5707,339.4138008,0.26,295,0.27,2183
281.62758,347.1392715,0.26,295,0.27,2183
289.17824,354.7323483,0.26,295,0.27,2183
296.7263,363.0740303,0.26,295,0.27,2183
304.27202,370.4697656,0.26,295,0.27,2183
311.8167,378.3092064,0.26,295,0.27,2183
319.36658,385.6472312,0.26,295,0.27,2183
326.91958,393.0451972,0.26,295,0.27,2183
334.47128,400.989803,0.26,295,0.27,2183
342.0352,409.2142987,0.26,295,0.27,2183
349.59548,416.3293747,0.26,295,0.27,2183
357.15446,423.5341598,0.26,295,0.27,2183
364.70928,430.3950848,0.26,295,0.27,2183
372.2654,437.4056692,0.26,295,0.27,2183
379.81814,444.2817723,0.26,295,0.27,2183
387.37166,451.2076682,0.26,295,0.27,2183
394.92076,458.3247925,0.26,295,0.27,2183
