thickness	StressThickness	R	T	P	Melting_T
65.9418	13.67687013	0.2	295	0.27	2561
72.14	15.52233693	0.2	295	0.27	2561
79.1134	17.21296982	0.2	295	0.27	2561
86.0884	18.24066465	0.2	295	0.27	2561
93.4472	19.47672368	0.2	295	0.27	2561
101.1908	21.70237784	0.2	295	0.27	2561
106.226	23.49801819	0.2	295	0.27	2561
113.193	24.43073715	0.2	295	0.27	2561
120.1614	25.42435794	0.2	295	0.27	2561
126.3516	26.21295655	0.2	295	0.27	2561
133.3236	27.75950623	0.2	295	0.27	2561
140.2892	27.84278645	0.2	295	0.27	2561
147.2564	29.91889534	0.2	295	0.27	2561
152.6718	31.49532799	0.2	295	0.27	2561
158.4786	32.72101357	0.2	295	0.27	2561
164.6692	32.96285008	0.2	295	0.27	2561
171.2514	34.1740271	0.2	295	0.27	2561
178.607	35.40484302	0.2	295	0.27	2561
184.798	35.32289916	0.2	295	0.27	2561
189.0552	36.28117159	0.2	295	0.27	2561
196.4158	34.35302769	0.2	295	0.27	2561
203.7674	25.27462842	0.2	295	0.27	2561
211.5054	37.8801356	0.2	295	0.27	2561
218.4684	39.68427069	0.2	295	0.27	2561
225.4286	40.43190094	0.2	295	0.27	2561
230.8438	40.11999925	0.2	295	0.27	2561
237.8058	40.5212619	0.2	295	0.27	2561
244.767	42.02818853	0.2	295	0.27	2561
252.1142	42.68341659	0.2	295	0.27	2561
259.072	43.38826165	0.2	295	0.27	2561
266.8046	44.11487231	0.2	295	0.27	2561
273.3748	44.13067907	0.2	295	0.27	2561
279.945	44.99702541	0.2	295	0.27	2561
286.5158	45.89606176	0.2	295	0.27	2561
293.0856	47.18730487	0.2	295	0.27	2561
300.0478	46.50611456	0.2	295	0.27	2561
307.3964	47.71303046	0.2	295	0.27	2561
313.9696	48.77552458	0.2	295	0.27	2561
320.9208	48.35105625	0.2	295	0.27	2561
327.1054	48.4227741	0.2	295	0.27	2561
332.5182	49.93552288	0.2	295	0.27	2561
336.7706	50.11082754	0.2	295	0.27	2561
341.0282	50.35233869	0.2	295	0.27	2561
345.2878	50.48104387	0.2	295	0.27	2561
349.5478	50.77956594	0.2	295	0.27	2561
353.8078	51.00956758	0.2	295	0.27	2561
358.0608	51.28553354	0.2	295	0.27	2561
362.3172	51.81736765	0.2	295	0.27	2561
366.9568	52.15645438	0.2	295	0.27	2561
371.2138	52.11995401	0.2	295	0.27	2561
375.468	52.41939802	0.2	295	0.27	2561
379.724	52.39859696	0.2	295	0.27	2561
383.9804	52.75133579	0.2	295	0.27	2561
388.234	53.0817887	0.2	295	0.27	2561
392.4868	53.05547471	0.2	295	0.27	2561
396.7398	52.94707455	0.2	295	0.27	2561
