thickness	StressThickness	R	T	P	Melting_T
83.5282	9.914112543	0.28	295	0.27	2561
90.56292	10.56821598	0.28	295	0.27	2561
97.59484	11.9706213	0.28	295	0.27	2561
104.08636	12.31384875	0.28	295	0.27	2561
110.57592	13.40741369	0.28	295	0.27	2561
116.52172	13.82517932	0.28	295	0.27	2561
122.47032	14.52218564	0.28	295	0.27	2561
129.49832	15.27429989	0.28	295	0.27	2561
135.44608	16.05560278	0.28	295	0.27	2561
141.3958	16.41057227	0.28	295	0.27	2561
147.34188	17.29603114	0.28	295	0.27	2561
153.82808	17.73415564	0.28	295	0.27	2561
160.31428	18.27074859	0.28	295	0.27	2561
166.80356	18.92118538	0.28	295	0.27	2561
173.838	19.22612921	0.28	295	0.27	2561
180.3256	20.04180617	0.28	295	0.27	2561
187.89484	20.55525869	0.28	295	0.27	2561
194.92452	21.05676486	0.28	295	0.27	2561
200.86948	21.25494044	0.28	295	0.27	2561
206.81472	21.54803792	0.28	295	0.27	2561
213.83852	21.92570702	0.28	295	0.27	2561
220.32276	22.43695702	0.28	295	0.27	2561
227.8878	23.58996453	0.28	295	0.27	2561
234.37204	23.76037864	0.28	295	0.27	2561
240.8532	24.12395104	0.28	295	0.27	2561
248.41768	24.46542534	0.28	295	0.27	2561
254.36152	24.99766004	0.28	295	0.27	2561
260.3048	25.67581031	0.28	295	0.27	2561
266.25228	25.68724675	0.28	295	0.27	2561
272.19752	26.44802951	0.28	295	0.27	2561
278.14416	26.38477428	0.28	295	0.27	2561
284.09024	27.33362865	0.28	295	0.27	2561
290.03436	27.67852703	0.28	295	0.27	2561
296.51692	27.95733694	0.28	295	0.27	2561
304.08532	28.59319485	0.28	295	0.27	2561
310.5704	29.20966377	0.28	295	0.27	2561
316.51368	29.03390329	0.28	295	0.27	2561
322.45836	29.48852088	0.28	295	0.27	2561
328.40304	30.14288363	0.28	295	0.27	2561
334.34408	30.1624903	0.28	295	0.27	2561
340.28484	31.03648625	0.28	295	0.27	2561
346.22392	30.68938381	0.28	295	0.27	2561
352.16664	32.02697948	0.28	295	0.27	2561
358.11076	31.88239138	0.28	295	0.27	2561
364.0546	32.71996198	0.28	295	0.27	2561
369.99648	33.2134976	0.28	295	0.27	2561
375.93696	33.36421549	0.28	295	0.27	2561
381.88052	33.82576195	0.28	295	0.27	2561
387.82072	34.19591023	0.28	295	0.27	2561
393.76484	34.65448308	0.28	295	0.27	2561
