thickness,StressThickness,R,T,P,Melting_T
41.29504,38.93692779,0.16,295,0.27,2183
44.06832,44.93151259,0.16,295,0.27,2183
47.1488,50.57880961,0.16,295,0.27,2183
49.92208,55.72849844,0.16,295,0.27,2183
53.30976,61.90495081,0.16,295,0.27,2183
56.69776,68.50202154,0.16,295,0.27,2183
61.31664,76.87137111,0.16,295,0.27,2183
66.55248,88.11177897,0.16,295,0.27,2183
101.44,144.1461498,0.16,295,0.27,2183
105.43968,154.5804357,0.16,295,0.27,2183
108.21184,157.9104072,0.16,295,0.27,2183
110.98128,161.5296643,0.16,295,0.27,2183
113.75152,164.9397111,0.16,295,0.27,2183
116.5216,168.9116271,0.16,295,0.27,2183
119.29136,171.7006654,0.16,295,0.27,2183
122.06416,175.601056,0.16,295,0.27,2183
124.8336,178.8742077,0.16,295,0.27,2183
127.60288,181.9548035,0.16,295,0.27,2183
130.37264,185.4606533,0.16,295,0.27,2183
133.14288,188.5939265,0.16,295,0.27,2183
135.91232,191.8257652,0.16,295,0.27,2183
138.68304,195.680872,0.16,295,0.27,2183
141.45248,198.3078426,0.16,295,0.27,2183
144.22224,201.2632278,0.16,295,0.27,2183
146.99056,204.8241497,0.16,295,0.27,2183
149.7616,207.8895695,0.16,295,0.27,2183
152.53072,210.4049367,0.16,295,0.27,2183
155.3,213.7368895,0.16,295,0.27,2183
158.07024,217.1291239,0.16,295,0.27,2183
160.84304,219.9818277,0.16,295,0.27,2183
163.612,222.6571845,0.16,295,0.27,2183
166.38144,225.6539865,0.16,295,0.27,2183
169.14992,228.3419724,0.16,295,0.27,2183
171.91808,231.5448269,0.16,295,0.27,2183
174.68672,234.6303303,0.16,295,0.27,2183
177.45488,238.3286164,0.16,295,0.27,2183
180.22288,241.2400581,0.16,295,0.27,2183
182.99056,243.8808053,0.16,295,0.27,2183
185.75904,247.6526806,0.16,295,0.27,2183
188.52752,250.6910234,0.16,295,0.27,2183
191.29584,253.771287,0.16,295,0.27,2183
194.06464,257.4197938,0.16,295,0.27,2183
196.83392,261.0487591,0.16,295,0.27,2183
199.6024,263.9790278,0.16,295,0.27,2183
202.37104,267.8826635,0.16,295,0.27,2183
205.13968,270.5525261,0.16,295,0.27,2183
207.90848,273.749761,0.16,295,0.27,2183
210.67616,277.2035323,0.16,295,0.27,2183
213.44464,280.2536381,0.16,295,0.27,2183
216.21392,283.2274614,0.16,295,0.27,2183
218.9816,286.8392614,0.16,295,0.27,2183
221.74864,289.5491273,0.16,295,0.27,2183
