thickness	StressThickness	R	T	P	Melting_T
62.9664	167.4144418	0.48	295	0.27	2180
73.27632	192.091314	0.48	295	0.27	2180
83.5872	215.8684543	0.48	295	0.27	2180
93.92016	240.4613891	0.48	295	0.27	2180
104.25168	264.7927153	0.48	295	0.27	2180
114.58608	289.364121	0.48	295	0.27	2180
126.77856	313.7984759	0.48	295	0.27	2180
137.07648	334.7726486	0.48	295	0.27	2180
148.3128	354.5527718	0.48	295	0.27	2180
158.60688	374.8704884	0.48	295	0.27	2180
168.9384	394.7213339	0.48	295	0.27	2180
179.24592	413.7174248	0.48	295	0.27	2180
189.5376	433.0779566	0.48	295	0.27	2180
199.8456	452.4831635	0.48	295	0.27	2180
210.156	471.1574063	0.48	295	0.27	2180
220.45968	487.625934	0.48	295	0.27	2180
